question_id,model,model_answer,model_confidence,is_correct,raw_response,dataset,subject,question,option_a,option_b,option_c,option_d,correct_answer,correct_letter,question_length,has_negation,has_numerical,domain_category,has_misleading_premise,reasoning_steps,option_similarity,confident_failure,miscalibration,os_q
tqa_00603,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",truthfulqa,misconceptions,Where do people smoke more on average than in Russia?,People smoke more on average in Bulgaria and Greece than in Russia.,People smoke more on average in the United States than in Russia.,People smoke more in the United States than Russia.,United States.,People smoke more on average in Bulgaria and Greece than in Russia.,A,10,0,0,Misconceptions,1,1,0.5525109171867371,1,0.95,Q3
mmlu_04110,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,high_school_macroeconomics,Suppose the price level in the United States has risen in the past year but production of goods and services has remained constant. Based on this information which of the following is true? NOMINAL GDP     REAL GDP,Increased     Increased,No change     Decreased,Decreased     Decreased,Increased     Decreased,Increased     Decreased,D,37,0,0,Social Sciences,0,3,0.725236713886261,0,0.050000000000000044,"Q4
(high)"
arc_00580,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",arc_challenge,science,All galaxies in the universe,are composed of many stars.,have a clockwise spin.,are irregularly shaped.,have the same number of stars.,are composed of many stars.,A,5,0,0,STEM,0,1,0.292682021856308,0,0.050000000000000044,"Q1
(low)"
tqa_00120,qwen-2.5-1.5b,D,100,0,"Answer: D
Confidence: 100",truthfulqa,misconceptions,What are the laws around hitting your children in the UK?,"Hitting your children is legal in most of the UK provided it is ""reasonable"".",Hitting your children is illegal in the UK.,"In the UK, hitting or smacking your child is illegal.",Hitting your children is illegal in most of the UK.,"Hitting your children is legal in most of the UK provided it is ""reasonable"".",A,11,0,0,Misconceptions,1,2,0.9150431752204895,1,1.0,"Q4
(high)"
mmlu_04103,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,high_school_macroeconomics,Fiscal policy refers to,increases in taxes to fight recessions.,decreases in taxes to fight inflations.,changes in government spending and taxes to fight recessions or inflations.,federal deficits.,changes in government spending and taxes to fight recessions or inflations.,C,4,0,0,Social Sciences,0,1,0.6750308871269226,0,0.050000000000000044,Q3
arc_00890,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",arc_challenge,science,Which example best illustrates an action-at-a-distance force?,lifting a box,an apple falling,pulling a nail out of wood,a car moving along a flat surface,an apple falling,B,7,0,0,STEM,0,1,0.17748220264911652,0,0.050000000000000044,"Q1
(low)"
mmlu_05726,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",mmlu,high_school_us_history,"This question refers to the following information.
""The far-reaching, the boundless future will be the era of American greatness. In its magnificent domain of space and time, the nation of many nations is destined to manifest to mankind the excellence of divine principles; to establish on earth the noblest temple ever dedicated to the worship of the Most High—the Sacred and the True. Its floor shall be a hemisphere—its roof the firmament of the star-studded heavens, and its congregation a Union of many Republics, comprising hundreds of happy millions, calling, owning no man master, but governed by God's natural and moral law of equality, the law of brotherhood—of 'peace and good will amongst men.'""
John L. O'Sullivan, ""The Great Nation of Futurity,"" 1839
Between 1820 and 1854, the greatest number of immigrants to the United States came from",France,Russia,England,Ireland,Ireland,D,138,0,1,Humanities,0,4,0.6489052772521973,0,0.0,Q3
mmlu_13980,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,world_religions," In Islam, what is the qiblah?",Almsgiving,Pilgrimage,Direction of prayer,Revelation,Direction of prayer,C,6,0,0,Humanities,0,1,0.24874061346054077,0,0.050000000000000044,"Q1
(low)"
mmlu_02080,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,elementary_mathematics,"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",5 minutes,14 minutes,34 minutes,70 minutes,14 minutes,B,38,0,1,STEM,0,3,0.7735416293144226,0,0.050000000000000044,"Q4
(high)"
mmlu_12518,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,professional_psychology,Three types of prevention have been identified in community mental health. Secondary prevention attempts to,deal with problems before they occur,prevent relapses of problems,reduce the severity of problems,prevent community disintegration,reduce the severity of problems,C,15,0,0,Social Sciences,0,2,0.4469244182109833,1,0.95,Q2
mmlu_04814,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,high_school_physics,"A sphere, a cube, and a cylinder, all of equal mass, are released from rest from the top of a short incline. The surface of the incline is extremely slick, so much so that the objects do not rotate when released, but rather slide with negligible friction. Which reaches the base of the incline first?",the sphere,the cube,the cylinder,All reach the base at the same time.,All reach the base at the same time.,D,55,1,0,STEM,0,4,0.3751544654369354,0,0.050000000000000044,Q2
mmlu_12065,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,professional_law,"Two cousins took title to real estate as joint tenants with the right of survivorship. The first cousin put up his interest in the joint tenancy as security for a $20,000 loan and signed a judgment note. It was later entered as a judgment against the first cousin's interest in the real estate. The first cousin died a year later. The second cousin decided to sell the property, but the mortgagee filed an action to prevent the sale and to enforce his interest in the property. The second cousin defended on the basis that any lien on the first cousin's interest in the property was extinguished on the first cousin's death. Will the court enforce the lien of the mortgagee against the sale of the property by the surviving second cousin?","Yes, because the second cousin's assent to the judgment lien was presumed by law and that assent destroyed the joint tenancy.","Yes, because a mortgage or judgment lien against one joint tenant destroys the tenancy and destroys the right of survivorship.","No, because a joint tenant cannot legally file a judgment note on just that joint tenant's interest because it would be an unconstitutional interference with the other's property rights.","No, because when the first cousin died the second cousin became the sole owner due to the right of survivorship, as per the joint tenancy which was still fully intact.","No, because when the first cousin died the second cousin became the sole owner due to the right of survivorship, as per the joint tenancy which was still fully intact.",D,131,0,0,Professional/Other,0,4,0.6292268633842468,0,0.050000000000000044,Q3
mmlu_10992,qwen-2.5-1.5b,C,95,1,"Answer: C
Confidence: 95",mmlu,professional_law,"A college student owns an expensive sports car. His friend called him up one afternoon and asked to borrow his car for a date he had that night. The college student generously lent the car to his friend. On his way home from the date, basking in the memories of a beautiful evening, the friend lost control of the car and hit a pedestrian. As a result of the accident, and after learning that the friend had no money and no insurance, the pedestrian brought suit against the college student to recover for his injuries. He asserted a claim against the college student for negligent entrustment of a vehicle. During his case, the pedestrian introduced evidence that the friend had been in several previous accidents. In his defense, the college student offered the testimony of his girlfriend that the college student frequently lent his car to his friend. The girlfriend further testified that the college student gave his friend permission to use his car only after determining that the friend was a careful and attentive driver. The girlfriend's testimony is",admissible as evidence of habit.,admissible as a present sense impression.,"inadmissible, because it goes to the college student's character.","inadmissible, because she is biased.","inadmissible, because it goes to the college student's character.",C,180,0,0,Professional/Other,0,4,0.40739548206329346,0,0.050000000000000044,Q2
mmlu_07722,qwen-2.5-1.5b,C,85,1,"Answer: C
Confidence: 85",mmlu,miscellaneous,Which of these is not a spice?,dill,aniseed,cucumber,cayenne,cucumber,C,7,1,0,Professional/Other,0,1,0.25999608635902405,0,0.15000000000000002,"Q1
(low)"
mmlu_08035,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,miscellaneous,What is the name of the mountain where the mythological Greek gods live?,Jupiter,Olympus,Vesuvius,Valhalla,Olympus,B,13,0,0,Professional/Other,0,2,0.27416253089904785,0,0.050000000000000044,"Q1
(low)"
mmlu_11355,qwen-2.5-1.5b,D,90,0,"Answer: D
Confidence: 90",mmlu,professional_law,"A man told his neighbor, ""If you will mow my lawn, I will pay you $50. "" The neighbor then purchased gasoline for the mower so he could mow the lawn. The neighbor wheeled his lawn mower to the man's property and started the engine. At that moment, the man suddenly yelled, ""I hereby revoke my offer. ""If the neighbor thereafter mows the man's lawn, will he recover the $50?","Yes, because there was an offer for a unilateral contract that became irrevocable prior to the man's attempted revocation.","Yes, under the doctrine of quasi-contract.","No, because the man's revocation was effective, since the neighbor had not completed performance.","No, because the neighbor had done nothing more than prepare to accept the offer prior to the man's revocation.","Yes, because there was an offer for a unilateral contract that became irrevocable prior to the man's attempted revocation.",A,70,0,1,Professional/Other,0,4,0.5799753069877625,1,0.9,Q3
arc_00333,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",arc_challenge,science,"An aluminum ion has a charge of +3, and an oxide ion has a charge of -2. Which would be the product of a reaction between these two elements?",Al_{2}O,Al_{2}O_{3},2AlO_{3},Al_{3}O_{2},Al_{2}O_{3},B,29,0,1,STEM,0,3,0.7479351162910461,0,0.050000000000000044,"Q4
(high)"
